Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice Period To Terminate Renewal,Governing Law,Most Favored Nation,Competitive Restriction Exception,Non-Compete,Exclusivity,No-Solicit Of Customers,No-Solicit Of Employees,Non-Disparagement,Termination For Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change Of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restrictions,Minimum Commitment,Volume Restriction,Ip Ownership Assignment,Joint Ip Ownership,License Grant,Non-Transferable License,Affiliate License-Licensor,Affiliate License-Licensee,Unlimited/All-You-Can-Eat-License,Irrevocable Or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap On Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not To Sue,Third Party Beneficiary
"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION_AGREEMENT",COLLABORATION AGREEMENT,"Ginkgo Bioworks, Inc. (""Ginko""); Berkely Lights, Inc. (""BLI""); Gingko and BLI (""Party"", collectively as the ""Parties"")",9/13/19,9/13/19,9/13/26,,,Delaware,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING_AGREEMENT,Co-Hosting Agreement,"NETWORKS ASSOCIATES, INC. (""NAI""); SOFTWARE.NET CORPORATION (""a.k.a. Beyond.com"" or ""Co-Host"")",9/21/98,9/21/98,9/21/01,,,California,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE_AGREEMENT,SERVICE AGREEMENT,"BICYCLETX LIMITED (""Company""); NIGEL CROCKETT (""Employee"")",9/26/19,9/26/19,perpetual,,,England,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT_AGREEMENT_-_First_Amendment,First Amendment,"Cargill, Incorporated (???Cargill???); BioAmber S.A.S. (???BioAmber???)",7/18/11,11/5/07,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT_AGREEMENT_1,DEVELOPMENT AGREEMENT,"Cargill, Incorporated (""Cargill""); Bioamber S.A.S (""Bioamber""); (individually as ""Party"", collectively as ""Parties"")",4/15/10,4/15/10,4/15/14,,,Minnesota,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION_AGREEMENT,COLLABORATION AGREEMENT,"BIOCEPT, INC. (???Biocept???); LIFE TECHNOLOGIES  CORPORATION (???Life Technologies???)",12/2/11,12/2/11,15/2/11,,,California,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No
BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY_AGREEMENT,Supply Agreement,"Cutanea Life Sciences, Inc. (""CUTANEA""); Ferrer Internacional, S.A. (""Ferrer"")(""Supplier""); (together ""Parties"")",03/[]/2018,03/[]/2018,,,,New York,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No
BIOPURECORP_06_30_1999-EX-10.13-AGENCY_AGREEMENT,AGENCY AGREEMENT,"Biopure Corporation (""Company""); Agent (""Agent"")",3/29/99,3/29/99,perpetual,,,Massachusetts,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR_AGREEMENT,DISTRIBUTOR AGREEMENT,"Snotarator LLC (""Company""); SMSA Ballinger Acquisition Corp., (""Distributor"")",13/1/08,13/1/08,5/31/15,2 years,,Texas,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No
BLACKROCKMUNIHOLDINGSINVESTMENTQUALITYFUND_04_07_2020-EX-99.01-JOINT_FILING_AGREEMENT,JOINT FILING AGREEMENT,"Bank of America Corporatino, Banc of America Preferred Funding Corporation",20/7/04,20/7/04,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BLACKSTONEGSOLONG-SHORTCREDITINCOMEFUND_05_11_2020-EX-99.K1-SERVICE_AGREEMENT,SERVICE AGREEMENT FOR TRANSFER AGENT SERVICES,"Blackstone / GSO Long-Short Credit Income Fund (""Client""); Mellon Investor Services LLC operating with the service name BNY Mellon Shareowner Services (""Agent"")",1/26/11,,1/26/14,successive 3 years,60 days,New York,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
BLUEFLYINC_03_27_2002-EX-10.27-e-business_Hosting_Agreement,e-business Hosting Agreement,"International Business Machines Corporation (""IBM""); Bluefly, Inc. (""Customer"")",1/14/02,1/15/02,perpetual,,,New York,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes
"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY_AGREEMENT",AGENCY AGREEMENT,"Blue Hills Bancorp, Inc. (???Holding Company???); Hyde Park Bancorp, MHC (???MHC???); Hyde Park Bancorp, Inc. (???Mid??Tier???); Blue Hills Bank (???Bank???); Bruyette & Woods, Inc. (???Agent???)",5/14/14,5/14/14,,,,New York,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
"BLUEROCKRESIDENTIALGROWTHREIT,INC_06_01_2016-EX-1.1-AGENCY_AGREEMENT",AGENCY AGREEMENT,"Bluerock Residential Growth REIT, Inc. (???Company???); Bluerock Residential Holdings, L.P. (???Operating Partnership???) (collectively, Company, and Bluerock Residential Growth REIT, Inc. are referred to as the ???Transaction Entities???); BRG Manager, LLC (???Manager???); Compass Point Research & Trading, LLC (???Agent???)",5/25/16,5/25/16,,,,New York,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING_AND_WEB_SITE_HOSTING_AGREEMENT,LICENSING AND WEB SITE HOSTING AGREEMENT,"Mortgage Logic.com, Inc. (""Client""); TrueLink, Inc. (""TrueLink"")",2/26/99,2/26/99,2/26/00,successive 1 year,30 days,California,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING_AGREEMENT,Outsourcing Agreement,"Virtual Item Processing Systems, Inc. (""VIP""); Brokers National Life Assurance Company (""BNL"")",6/1/05,6/1/05,7/1/05,successive 1 year,6 months,Oklahoma,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP_WEB_SITE_BUILDING_AND_HOSTING_AGREEMENT,VISP WEB SITE BUILDING AND HOSTING AGREEMENT,"YourNetPlus.com, Inc. (""Provider""); Kingdom Connect, Inc. (""KCI"")",3/12/05,,8/12/05,successive 1 year,90 days,New York,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY_AGREEMENT,AGENCY AGREEMENT,"The Bon-Ton Stores, Inc. and its associated chapter 11 debtors inpossession (collectively, ???Merchant???); GA Retail, Inc. (???GA???); Tiger Capital Group, LLC (???Tiger??? and collectively with GA, the ???Agent???); Wilmington Savings Fund Society, FSB (the ???Notes Trustee??? and collectively with Agent, ???Purchaser???); Purchaser and Merchant (collectively the ???Parties???)",4/18/18,,,,,Delaware,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No
"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT_VENTURE_AGREEMENT",JOINT VENTURE AGREEMENT,"BorrowMoney.com, inc.; JVLS, LLC;  BorrowMoney.com, inc.; JVLS, LLC (individually the ""Member"" and collectively the ""Members"")",3/20/20,20/1/03,2/28/25,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE_AGREEMENT,Franchise Agreement,"BW-3 FRANCHISE SYSTEMS, INC. (""Franchisor"", ""we"" or ""us""); Franchisee (""you"")",[]/[]/19[],,,2 successive 5 years,3 months,THE STATE IN WHICH THE FRANCHISED RESTAURANT IS LOCATED; THE UNITED STATES TRADEMARK ACT OF 1946,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing_Agreement1,MANUFACTURING AGREEMENT,"Stremicks Heritage Foods, LLC (""Heritage""); PREMIER NUTRITION CORPORATION (""Premier"")(""Party:, collectively, the ""Parties"")",17/1/07,17/1/07,12/31/22,,,California,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing_Agreement2,"AMENDMENT NO. 1

MANUFACTURING AGREEMENT","Stremick's Heritage Foods, LLC (""Heritage""); Premier Nutrition Corporation (""Premier"")",18/11/06,18/11/06,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing_Agreement3,"AMENDMENT NO. 2 

MANUFACTURING AGREEMENT","Stremick's Heritage Foods, LLC (""Heritage""); Premier Nutrition Corporation (""Premier""); Heritage and Premier (individually as a ???Party??? and collectively as the ???Parties???)",18/1/10,18/1/10,12/31/21,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing_Agreement4,"AMENDMENT NO. 3

 MANUFACTURING AGREEMENT","Stremicks Heritage Foods, LLC (""Heritage""); Premier Nutrition Corporation (""Premier"")",19/3/07,19/3/07,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-10.16_Endorsement_Agreement,ENDORSEMENT AGREEMENT,"Geno Auriemma (Auriemma); Berkshire Bank (Berkshire)(""Party"" or ""Parties"")",5/17/12,,5/31/16,,,Connecticut,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement_Agreement,CELEBRITY ENDORSEMENT AGREEMENT,"Bizzingo, Inc (""Bizzingo""); Joseph Theismann (""Theismann"")",3/14/12,12/1/03,13/1/03,1 year,,,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No
BloomEnergyCorp_20180321_DRSA_on_S-1_EX-10_11240356_EX-10_Maintenance_Agreement,MASTER OPERATION AND MAINTENANCE AGREEMENT,"BLOOM ENERGY CORPORATION (???BE??? or, in its capacity as operator hereunder, ???Operator???); DIAMOND STATE GENERATION PARTNERS, LLC (""Owner"")",4/13/12,,,,,New York,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller_Agreement,  RESELLER AGREEMENT,"i3 Integrative Creative Solutions, LLC (""i3 ICS"", ""Reseller""); Bravatek Solutions, Inc. (""BVTK"", ""Company"")(""party"" and collectively ""parties"")",17/7/04,17/7/04,,1 year,,Virginia,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship_Agreement",Sponsorship Agreement,"R. C. Boyd Enterprises, LLC (""Company"" or ""Boyd""); Cano Petroleum, Inc. (""Sponsor"" or ""Cano"")",7/5/12,8/1/01,12/31/08,,,Texas,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION_AGREEMENT",COLLABORATION AGREEMENT,"Capsugel US, LLC (""CAPSUGEL""); Cardax, Inc. (""CARDAX""); CARDAX and CAPSUGEL (each a ???Party??? and together the ???Parties???)",8/18/14,8/18/14,,,,New York,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING_AGREEMENT,Services Outsourcing Agreement,"CCA Industries, Inc. (""Company""); Emerson HealthCare, LLC (""Contractor"")",1/20/14,1/20/14,7/20/14,successive 6 months,6 months,New Jersey,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB_SITE_HOSTING_AGREEMENT,WEB SITE HOSTING AGREEMENT,"Centrack International Inc. (""Customer""); i-on interactive Inc. (""i-on"")",4/6/99,4/1/99,10/1/99,successive 1 month,15 days,Florida,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
"CERES,INC_01_25_2012-EX-10.20-Collaboration_Agreement",COLLABORATION AGREEMENT,"INSTITUTE OF GRASSLAND AND  ENVIRONMENTAL RESEARCH (""IGER""); CERES, INC. (""CERES"")",7/1/04,7/1/04,22/1/04,,,New York,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE_AND_HOSTING_AGREEMENT,License and Hosting Agreement,"Corio Inc. (""CORIO""); Changepoint, Inc. (""CHANGEPOINT"")",12/13/99,12/13/99,12/13/04,successive 1 year,30 days,California,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION_CONTRACT,TRANSPORTATION CONTRACT,"JSC NOC KazakhOil (""Company""); JSC Karakudukmunay (""Principal""); collectively referred to as ""Parties""",1/3/00,,11/30/04,successive 12 months,65 days,Republic of Kazakhstan,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation_Agreement, Cooperation Agreement ,"Beike Internet Security Technology Co., Ltd. (""Party A""); Baidu Online Network Technology (Beijing) Co., Ltd.  (""Party B"")",04/[]/2013,13/1/05,4/30/15,,,People's Republic of China,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategic_Alliance_Agreement,Strategic Alliance Agreement,"Freedom Mortgage Corporation (""Freedom Mortgage""); Cherry Hill Mortgage Investment Corp. (""Cherry Hill"")",[]/[]/2013,,[]/[]/2016,,,New York,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation_Agreement,Cooperation Agreement,"Xi'an Zhonghong New Energy Technology Co., Ltd. (""Party A""); Boxing County Chengli Gas Supply Co., Ltd. (""Party B"")",07/[]/2013,,07/[]/2033,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic_Alliance_Agreement,Strategic Alliance Agreement,"ChipMOS TECHNOLOGIES INC. (""ChipMOS""); Tsinghua Unigroup Ltd. (""Tsinghua Unigroup""); ChipMOS and Tsinghua Unigroup shall collectively be referred to as the ???Parties???",15/11/12,,18/11/12,,,Taiwan,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic_Alliance_Agreement",Strategic Alliance Agreement,"Cool Technologies Inc. (""COOL TECH""); VETERAN TECHNOLOGY GROUP, LLC (""VET TECH"")",5/26/17,5/26/17,5/26/22,successive 1 year,30 days,Missouri,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING_AGREEMENT",CONSULTING AGREEMENT,"CORAL GOLD RESOURCED LTD. (""Company""); INTERMARK CAPITAL CORP. (""Consultant"")",20/1/02,20/1/02,31/1/25,,,"British Columbia, Canada",No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No
CORIOINC_07_20_2000-EX-10.5-LICENSE_AND_HOSTING_AGREEMENT,License and Hosting Agreement,"Corio Inc. (""CORIO""); Commerce One, Inc. (""COMMERCE ONE"")",10/29/99,10/29/99,10/29/04,successive 1 year,30 days,California,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE_SPONSORSHIP_AGREEMENT",CORPORATE SPONSORSHIP AGREEMENT,"Phoenix Performance, LLC (""Vendor""); Torevic Inc. (""Torvec"")",5/18/10,5/18/10,10/31/10,,,New York,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING_AGREEMENT,SERVICING AGREEMENT,"CURO RECEIVABLES FINANCE II, LLC (""Owner""); CURO MANAGEMENT, LLC (""Servicer"")",20/8/04,,perpetual,,,New York,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION_AGREEMENT,Promotion Agreement,"CNET, Inc. (""CNET""); Cyberian Outpost, Inc. (""Company"")",1/26/98,2/1/98,1/26/99,,,California,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance_Agreement1," Software License, Customization and Maintenance Agreement","Cardlytics, Inc. (???Supplier???);  Bank of America, N.A. (???Bank of America???);",10/4/11,10/4/11,perpetual,,,North Carolina,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance_Agreement2,"Customization Schedule

Software License, Customization and Maintenance Agreement","Bank of America, N.A. (""Bank of America""); Supplier (""Supplier"")",,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance_Agreement3,"SCHEDULE TO Software License, Customization and Maintenance Agreement","Cardlytics, Inc. (""Supplier""); Bank of America, N.A (""Bank of America)",11/4/03,11/3/03,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance_Agreement4,"Product License Schedule

Software License, Customization and Maintenance Agreement","Bank of America, N.A. (""Bank of America""); Cardlytics, (""Supplier"")",,,,successive 12 months,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
CcRealEstateIncomeFundadv_20181205_POS_8C_EX-99.H3_11447739_EX-99.H3_Marketing_Agreement,WHOLESALE MARKETING AGREEMENT,"ALPS Distributors, Inc. (the ???Distributor???); S2K Financial LLC (???S2K???);",8/24/18,8/24/18,perpetual,,,Colorado,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual_Property_Agreement,"INTELLECTUAL PROPERTY AGREEMENT, d","NUANCE COMMUNICATIONS, INC (""Nuance""); CERENCE INC. (""SpinCo"")",9/30/19,,,,,Delaware,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No
Cerus_Corporation_-_FIRST_AMEND_TO_SUPPLY_AND_MANUFACTURING_AGREEMENT,FIRST AMENDMENT TO SUPPLY AND MANUFACTURING AGREEMENT,"Cerus Corporation (""Cerus""); Porex Corporation (""Porex"")",6/22/18,18/1/04,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content_License_Agreement,DOMAIN NAME AND CONTENT LICENSE AGREEMENT,"Beijing SINA Internet Information Service Co., Ltd. (""Licensor""); Beijing Yisheng Leju Information Services Co., Ltd. (""Licensee"")",,,,,,People's Republic of China,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No
ClickstreamCorp_20200330_1-A_EX1A-6_MAT_CTRCT_12089935_EX1A-6_MAT_CTRCT_Development_Agreement,APPLICATION DEVELOPMENT AGREEMENT,"InfinixSoft Global LLC (""Developer""); Clickstream Corporation (""Client"")",3/20/20,3/20/20,,,,Florida,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development_Agreement,Development Agreement,"CNS Pharmaceuticals, Inc. (""CNS""); WPD Pharmaceuticals (""WPD"")(""Party"" and collectively as the ""Parties"")",3/20/20,3/20/20,,,,Texas,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development_Agreement,LICENSE AND DEVELOPMENT AGREEMENT,"Bioeq IP, AG (""Bioeq""); Coherus BioSciences, Inc. (""Licensee"")",19/2/11,19/2/11,,perpetual,,[],No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
"Columbia_Laboratories,_Bermuda_Ltd._-_AMEND_NO._2_TO_MANUFACTURING_AND_SUPPLY_AGREEMENT",AMENDMENT NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT,"Columbia Laboratories, (Bermuda) Ltd. (""Columbia""); Fleet Laboratories Limited (""Fleet"")",[]/[]/2018,[]/[]/2018,12/31/24,,,England,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development_Agreement,DEVELOPMENT AGREEMENT,"Howmedica Ostenonics Corp. (""Stryker""); Conformis, Inc. (""Conformis""); Stryker and Conformis (???Parties??? and   individually as a ???Party.???)",9/30/19,9/30/19,,,,New York,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No
CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate_Agreement,CHASE AFFILIATE AGREEMENT,"Chase Bank USA, N.A., (""Chase""); You (""Affiliate"")",7/6/04,,perpetual,,,Delaware,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate_Agreement,MARKETING AFFILIATE AGREEMENT,"Birch First Global Investments Inc. (""Company""); Mount Kowledge Holdings Inc. (""Marketing Affiliate"", ""MA"")",14/8/05,,12/31/14,successive 1 year,30 days,Nevada,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
