Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
ArconicRolledProductsCorp_20191217_10-12B_EX-2.7_11923804_EX-2.7_Trademark_License_Agreement,FORM OF TRADEMARK LICENSE AGREEMENT,2020,2020,2020,2020,"FORM OF TRADEMARK LICENSE AGREEMENT THIS TRADEMARK LICENSE AGREEMENT ( this "" Agreement "" ) , made and entered into as of the [ ] day of [ ] , 2020","FORM OF TRADEMARK LICENSE AGREEMENT THIS TRADEMARK LICENSE AGREEMENT ( this "" Agreement "" ) , made and entered into as of the [ ] day of [ ] , 2020","FORM OF TRADEMARK LICENSE AGREEMENT THIS TRADEMARK LICENSE AGREEMENT ( this "" Agreement "" ) , made and entered into as of the [ ] day of [ ] , 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET_INVESTMENT_INCOME_MAINTENANCE_AGREEMENT,RESTATED NET INVESTMENT INCOME MAINTENANCE AGREEMENT,1,1,1,1,9 ) RESTATED NET INVESTMENT INCOME MAINTENANCE AGREEMENT,"RESTATED NET INVESTMENT INCOME MAINTENANCE AGREEMENT SECURIAN FUNDS TRUST RESTATED NET INVESTMENT INCOME MAINTENANCE AGREEMENT , effective as of 2012 05 01 , by and between Advantus Capital Management , Inc. ( the "" Investment Adviser "" ) , Securian Financial Services , Inc. ( the "" Underwriter "" ) and Securian Funds Trust ( the "" Trust "" ) , a Delaware statutory trust , on behalf of the Trust's Advantus Money Market Fund ( the "" Fund "" ) . WHEREAS , pursuant to an Agreement and Plan of Reorganization approved by both the Board of Trustees of the Trust and the Board of Directors of Advantus Series Fund , Inc . ( the "" Series Fund "" ) on 2011 07 28 , and approved by a majority of the shareholders of each Portfolio of the Series Fund on 2011 10 21 , each Portfolio of the Series Fund was reorganized into a separate Fund of the Trust effective as of 2012 05 01 ; and WHEREAS , the Investment Adviser , the Underwriter and the Series Fund have previously entered into a Net Investment Income Maintenance Agreement , effective as of 2009 02 01 and an Amended and Restated Net Investment Income Maintenance Agreement effective as of 2009 10 29 ( the "" Prior Agreements "" ) ; and WHEREAS , the parties have determined that each desires to restate and adopt the Prior Agreements as set forth herein ; and WHEREAS , the Trust is registered under the Investment Company Act of 1940 , as amended ( the "" 1940 Act "" ) , as an open - end management company of the series type , and the Fund is a series of the Trust ; and WHEREAS , the Trust and the Investment Adviser have entered into an Investment Advisory Agreement dated 2012 05 01 ( the "" Advisory Agreement "" ) , pursuant to which the Investment Adviser will render investment advisory services to the Fund for compensation based on the value of the average daily net assets of the Fund ; and WHEREAS , the Trust and the Underwriter have entered into an Underwriting and Distribution Agreement dated 2012 05 01 ( the "" Underwriting Agreement "" ) pursuant to which the Underwriter acts the principal underwriter for the Fund , and receives compensation thereunder pursuant to the Fund's Rule 12b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield_Maintenance_Agreement,Yield Maintenance Agreement,27,27,27,27,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC_ALLIANCE_AGREEMENT,STRATEGIC ALLIANCE AGREEMENT,24,24,24,24,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation_Agreement,GAS TRANSPORTATION AGREEMENT,14t,14t,14t,14t,GAS TRANSPORTATION AGREEMENT,"GAS TRANSPORTATION AGREEMENT This Gas Transportation Agreement ( this "" Agreement "" ) is hereby made and entered into on the 14t",14t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing_Agreement,Outsourcing Agreement,1st,1st,1st,1st,"Outsourcing Agreement ( hereinafter "" Agreement "" ) is effective as from the 1st","Outsourcing Agreement ( hereinafter "" Agreement "" ) is effective as from the 1st",1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing_Agreement__Reseller_Agreement,MARKETING AND RESELLER AGREEMENT,20t,20t,20t,20t,20t,"MARKETING AND RESELLER AGREEMENT ( the "" Agreement "" ) THIS AGREEMENT is made and entered into this 20t",20t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor_Agreement,DISTRIBUTOR AGREEMENT,19t,19t,19t,19t,DISTRIBUTOR AGREEMENT Agreement made this 19t,DISTRIBUTOR AGREEMENT Agreement made this 19t,19t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE_HOSTING_AGREEMENT,SOFTWARE HOSTING AGREEMENT,1,1,1,1,"SOFTWARE HOSTING AGREEMENT This Software Hosting Agreement ( the "" Agreement "" ) is entered into and effective as of the later of the two signature dates below ( the "" Effective Date "" ) INKTOMI CORPORATION ( "" Inktomi "" ) , a California corporation , 1900 South Norfolk Street , Suite 110 , San Mateo , California 94403 , and MICROSOFT CORPORATION ( "" Microsoft "" ) , a Washington Corporation , One Microsoft Way , Redmond , Washington 98052 - tp@cklNUMBERtp@ckl 6399 , with reference to the facts set forth in the Recitals below . Recitals A . Inktomi develops and markets computer software products , including without limitation a "" search engine "" software for searching and indexing information accessible through the Internet . B. Microsoft develops , manufactures , distributes and markets computer software products and services . C . Pursuant to that certain Software Development Agreement between the parties executed as of the Effective Date ( the "" Software Development Agreement "" ) , Inktomi is customizing its Internet search engine software for Microsoft . D . Microsoft desires that Inktomi host and maintain the customized search engine on servers owned by Inktomi and located at a facility selected by Inktomi in California , and Inktomi desires to provide such hosting and maintenance services , on the terms and conditions contained herein . Agreement Accordingly , Inktomi and Microsoft hereby agree as follows : 1","SOFTWARE HOSTING AGREEMENT This Software Hosting Agreement ( the "" Agreement "" ) is entered into and effective as of the later of the two signature dates below ( the "" Effective Date "" ) INKTOMI CORPORATION ( "" Inktomi "" ) , a California corporation , 1900 South Norfolk Street , Suite 110 , San Mateo , California 94403 , and MICROSOFT CORPORATION ( "" Microsoft "" ) , a Washington Corporation , One Microsoft Way , Redmond , Washington 98052 - tp@cklNUMBERtp@ckl 6399 , with reference to the facts set forth in the Recitals below . Recitals A . Inktomi develops and markets computer software products , including without limitation a "" search engine "" software for searching and indexing information accessible through the Internet . B. Microsoft develops , manufactures , distributes and markets computer software products and services . C . Pursuant to that certain Software Development Agreement between the parties executed as of the Effective Date ( the "" Software Development Agreement "" ) , Inktomi is customizing its Internet search engine software for Microsoft . D . Microsoft desires that Inktomi host and maintain the customized search engine on servers owned by Inktomi and located at a facility selected by Inktomi in California , and Inktomi desires to provide such hosting and maintenance services , on the terms and conditions contained herein . Agreement Accordingly , Inktomi and Microsoft hereby agree as follows : 1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services_Agreement",Services Agreement,25,25,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANGIINC_05_25_2005-EX-10-Premium_Managed_Hosting_Agreement,Premium Managed Hosting Agreement,28,28,28,28,28,Premium Managed Hosting Agreement This is a managed hosting agreement between AstroNutrition.com and deep systems . The effective term is 12 months beginning 2005 03 01 and ending 2006 02 28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY_AGREEMENT,MICOA AGENCY AGREEMENT,2,2,2,2,"1 . Solicit within the State of Nevada , receive and transmit immediately and directly to MICOA , proposals for health care liability insurance contracts for which a commission is specified in the schedule of commissions provided by Exhibit A , attached and as amended or supplemented by such attachments from time to time .","1 . Solicit within the State of Nevada , receive and transmit immediately and directly to MICOA , proposals for health care liability insurance contracts for which a commission is specified in the schedule of commissions provided by Exhibit A , attached and as amended or supplemented by such attachments from time to time .",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE_AGREEMENT,AFFILIATE AGREEMENT,12,12,12,12,"AFFILIATE AGREEMENT - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Physician Sales & Service , Inc . 4345 Southpoint Boulevard Jacksonville , Florida 32216 Attention : Patrick C. Kelly David A. Smith Gentlemen : The undersigned is a shareholder of Gulf South Medical Supply , Inc. ( "" GSMS "" ) , a corporation organized and existing under the laws of the State of Delaware , and will become a shareholder of Physician Sales & Service , Inc. ( "" PSS "" ) , a corporation organized and existing under the laws of the State of Florida , pursuant to the transactions described in the Agreement and Plan of Merger , dated as of 1997 12","AFFILIATE AGREEMENT - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Physician Sales & Service , Inc . 4345 Southpoint Boulevard Jacksonville , Florida 32216 Attention : Patrick C. Kelly David A. Smith Gentlemen : The undersigned is a shareholder of Gulf South Medical Supply , Inc. ( "" GSMS "" ) , a corporation organized and existing under the laws of the State of Delaware , and will become a shareholder of Physician Sales & Service , Inc. ( "" PSS "" ) , a corporation organized and existing under the laws of the State of Florida , pursuant to the transactions described in the Agreement and Plan of Merger , dated as of 1997 12",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER_SUPPLY_AGREEMENT",MASTER SUPPLY AGREEMENT,31,31,31,31,"MASTER SUPPLY AGREEMENT THIS MASTER SUPPLY AGREEMENT ( "" Agreement "" ) is made as of 31","MASTER SUPPLY AGREEMENT THIS MASTER SUPPLY AGREEMENT ( "" Agreement "" ) is made as of 31",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development_Agreement,"LICENSE , DEVELOPMENT AND COMMERCIALIZATION AGREEMENT",1,2/5/20,2/5/20,2/5/20,"LICENSE , DEVELOPMENT AND COMMERCIALIZATION AGREEMENT","LICENSE , DEVELOPMENT AND COMMERCIALIZATION AGREEMENT This License , Development and Commercialization Agreement ( this "" Agreement "" ) , dated as of 2020 02 04",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING_AND_MANAGEMENT_AGREEMENT_1,"ELECTRONIC JOURNAL SOFT WARE DEVELOPMENT , HOSTING AND MANAGEMENT AGREEMENT",20,20,20,20,28,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic_Alliance_Agreement",Strategic Alliance Agreement,10th,10th,10th,10th,Strategic Alliance Agreement This agreement is made and entered into this 10th,Strategic Alliance Agreement This agreement is made and entered into this 10th,10th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION_SERVICE_AGREEMENT,TRANSPORTATION SERVICE AGREEMENT,20,20,20,20,"TRANSPORTATION SERVICE AGREEMENT UNDER RATE SCHEDULE FTS OR ITS THIS AGREEMENT ( "" Agreement "" ) , entered into on 1992 05 20","TRANSPORTATION SERVICE AGREEMENT UNDER RATE SCHEDULE FTS OR ITS THIS AGREEMENT ( "" Agreement "" ) , entered into on 1992 05 20 , is between Arkansas Western Pipeline Company ( "" Transporter "" ) , an Arkansas corporation , and Associated Natural Gas Company , a division of Arkansas Western Gas Company , ( "" Shipper "" ) ; WITNESSETH : WHEREAS , Shipper has requested natural gas for that Transporter transport Shipper ; and WHEREAS , Transporter has agreed to provide such transportation for Shipper subject to the terms and conditions set forth in this Agreement . NOW , THEREFORE , in consideration of the promises and the mutual covenants herein contained , the parties agree as follows : ARTICLE I DEFINITIONS 1.1 "" Maximum Daily Delivery Obligation ( MDDO ) "" means the maximum daily quantity of natural gas , expressed in Dekatherms ( Dth ) , that Transporter is obligated to deliver from time to time at the Point ( s ) of Delivery specified in Exhibit B to the executed Agreement . 1.2 "" Maximum Daily Quantity ( MDQ ) "" means the maximum daily quantity of natural gas , expressed * in Dth's , that Transporter is obligated under the executed Agreement to transport on behalf of ' Shipper , which shall be 23,000 Dth . 1.3 "" Equivalent Quantity "" means the quantity , expressed in Dth's , delivered to Shipper by Transporter at the Point ( s ) of Delivery . Such quantity is equal to the quantity of gas received from Shipper at the Point ( s ) of Receipt less Fuel Usage and Applicable Shrinkage . 1.4 "" Fuel Usage and Applicable Shrinkage "" means the quantity of natural gas retained by Transporter for fuel usage , leakage , blow - down , minor line pack fluctuations , and lost and unaccounted for natural gas .",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content_License_Agreement,CONTENT LICENSE AGREEMENT,3rd,3rd,3rd,3rd,"CONTENT LICENSE AGREEMENT This Content License Agreement is between THE HENRY FILM AND ENTERTAINMENT CORPORATION , located at 2809 Unicornio , Carlsbad , CA , 92009 and PACIFICAP ENTERTAINMENT ' located at 12868 Via Latina , Del Mar , CA 92014 Licensor : PACIFICAP ENTERTAINMENT Licensee THE HENRY FILM AND ENTERTAINMENT CORPORATION THIS CONTENT LICENSE AGREEMENT ( the "" Agreement "" . ) is made as of this 3rd","CONTENT LICENSE AGREEMENT This Content License Agreement is between THE HENRY FILM AND ENTERTAINMENT CORPORATION , located at 2809 Unicornio , Carlsbad , CA , 92009 and PACIFICAP ENTERTAINMENT ' located at 12868 Via Latina , Del Mar , CA 92014 Licensor : PACIFICAP ENTERTAINMENT Licensee THE HENRY FILM AND ENTERTAINMENT CORPORATION THIS CONTENT LICENSE AGREEMENT ( the "" Agreement "" . ) is made as of this 3rd",3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development_Agreement,RECIPE DEVELOPMENT AGREEMENT,11,11,11,11,11,"Recipe Development Agreement ( this "" Agreement "" ) is made between Reed 's , Inc. , a Delaware corporation ( "" Reed's "" ) and B C Marketing Concepts Inc. , dba Full Sail Brewing Company , an Oregon corporation ( "" Company "" ) , effective as of October 11",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise_Agreement,GAS FRANCHISE AGREEMENT,3,17th,17th,17th,3,"GAS FRANCHISE AGREEMENT THIS AGREEMENT ( "" Agreement "" ) , made and entered into this 17th day of 2015 11 01 , by and between the TOWN OF VINTON , VIRGINIA , a Virginia municipal corporation ( "" Grantor "" ) , and ROANOKE GAS COMPANY , a Virginia corporation ( "" Grantee "" ) . WHEREAS , Grantor has reviewed the proposal for a Gas Franchise of Grantee ; and WHEREAS , Grantor , at a duly authorized and regular meeting of its Town Council , did vote to grant a renewal of the Gas Franchise to Grantee pursuant to provisions of the State Code and Town Charter . NOW , THEREFORE , in consideration of said grant of renewal of the Gas Franchise , the parties agree as follows : 1 . GRANT . Grantor hereby grants to Grantee and Grantee hereby accepts a franchise to construct , reconstruct , operate , maintain , repair , and extend a Gas Distribution System within Grantor's Territorial Limits in accordance with the terms and conditions set forth below ( "" Franchise "" ) . The Franchise is granted pursuant to Grantor's Franchise Ordinance ( Ordinance No . 967 ) , adopted 2015 11 17 , ( "" Ordinance "" ) , which is incorporated by reference herein , including any applicable definitions . 2 . TERM . The term of the Franchise shall be twenty ( 20 ) years , commencing on 2016 01 01 . 3",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply_Agreement",Supply Agreement,27,27,27,27,"Supply Agreement ( Execution Copy 2019 03 27 ) SUPPLY AGREEMENT ( MB Global Contract Number MBGCR 19001 ) This Supply Agreement ( this "" Agreement "" ) is made and entered into , effective as of 2019 03 27","Supply Agreement ( this "" Agreement "" ) is made and entered into , effective as of 2019 03 27",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION_SERVICES_AGREEMENT,TRANSPORTATION SERVICES AGREEMENT,23rd,23rd,23rd,23rd,"This Agreement will automatically renew for successive one year terms ( each a "" Renewal Term "" , and together with the Initial Term , the "" Term "" ) , unless either Charterer or Owner elects not to renew this Agreement by providing the other party with written notice of such election 30 days prior to the expiration of the Initial Term or Renewal Term , as applicable , at which point this Agreement will automatically terminate . Within 30 days of the end of the Initial Term , and within 30 days of the end of each Renewal Term , both parties hereto shall have the right renegotiate the fee specified below for the use of the vessels . If no such agreement on such fee is reached by such parties by the commencement of a Renewal Term , this Agreement shall automatically terminate . Either party hereto shall have the right to terminate this Agreement in the event of a breach by the other party of its obligations hereunder , subject to 10 days prior written notice of such breach given by the non-breaching party to the breaching party and the opportunity for such breaching party to cure such breach during such 10 day period . Upon any such termination , this Agreement shall thereafter have no further force or effect except as to already accrued rights and obligations , which shall continue until satisfied .","TRANSPORTATION SERVICES AGREEMENT THIS MARINE TRANSPORTATION AGREEMENT ( this "" Agreement "" ) is executed this 23rd",23rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP_AGREEMENT,SPONSORSHIP AGREEMENT,28,28,28,28,11 01 and end on 2008 10 31,"SPONSORSHIP AGREEMENT AGREEMENT SUMMARY SPONSOR : Name : Rubio's Fresh Mexican Grill Phone : 760/602 - 3611 Address : 1902 Wright Place , Suite 300 Carlsbad , CA 92008 E - mail : * * * * * * Attn : Lawrence A. Rusinko SPONSORSHIP BENEFITS : San Diego Ballpark Funding LLC ( "" SDBF "" ) shall provide Sponsor with the following benefits , subject to the terms of the General Provisions attached hereto ( the "" General Provisions "" ) : Signage benefits oOne Terrace Level fascia sign . The sign is approximately 3 ' x 16 ' . SDBF to pay production costs for installation of new signage . SDBF shall install this sign on or before 2008 03 28 . Promotional benefits oPadres Magazine . Sponsor shall be entitled to one ( 1 ) full page , four - tp@cklNUMBERtp@ckl color advertisement , which advertisement is subject to the prior written approval of SDBF in its reasonable discretion , in each issue of the Padres Magazine published during the regular season of the Term . Hospitality benefits oSeason Tickets . SDBF shall provide Sponsor with season tickets for * * * * * * seats located in * * * * * * during the regular season of the Term . TERM : The term ( the "" Term "" ) shall commence on 2007 11 01 and end on 2008 10 31",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
